country,alert_lab,alert_type,alert_stringency,impact_mean,eff_mean,ppv,missed_prop,delay_mean,std_impact,std_eff,std_ppv,std_missed,std_delay,util_score
COG,1-week,trend,2,199.2,0.3,0.2,0,-11,-0.9,-0.9,-0.8,0.8,1.1,-0.7
KEN,3-week,trend,6,447.4,0.2,0.3,0,0.2,-0.5,-0.8,-0.7,0.8,0.5,-0.7
KEN,≥ 5 weekly,case,2,437.9,0.2,0.3,0,0.2,-0.5,-0.7,-0.8,0.8,0.5,-0.7
NER,1-week,trend,2,120.4,0.2,0.1,0,-0.5,-1,-0.9,-0.8,0.8,1.2,-0.7000000000000001
KEN,≥ 2 weekly,case,1,417.2,0.2,0.3,0,-1.2,-0.5,-0.8,-0.9,0.8,0.7,-0.7000000000000001
UGA,≥ 2 weekly,case,1,51.8,0.1,0,0,2,-0.7,-0.8,-0.5,0.7,0.6,-0.7000000000000001
COD,≥ .25 per 10K,rate,1,511,0.2,0.3,0.2,7.7,-0.2,0.7,0.1,0.5,-1.8,-0.7000000000000001
NGA,≥ 5 weekly,case,2,1550.3,0.8,0.4,0,-2.3,-0.7,-0.6,-0.8,0.8,0.5,-0.7999999999999999
SSD,≥ 50 weekly,case,5,770,0.7,0.7,0.1,2.7,-0.3,-0.3,0,0.4,-0.6,-0.7999999999999999
CMR,≥ 25 total,cum case,3,598.9,0.3,0.3,0,0.1,-0.7,-0.7,-0.9,0.9,0.6,-0.7999999999999999
TZA,2-week,trend,4,314.3,0.3,0.3,0,-1.8,-0.8,-0.8,-0.7,0.8,0.7,-0.8
UGA,3-week,trend,6,49.3,0.1,0,0,2,-0.7,-0.9,-0.5,0.7,0.6,-0.8
SOM,≥ 500 total,cum case,6,2521.5,2,0.8,0.3,6.8,0.5,-0,0.1,-0.3,-1.1,-0.8
COD,3-week,trend,6,253.2,0.1,0.2,0,0.5,-0.6,-0.5,-0.9,0.9,0.2,-0.8999999999999999
CMR,≥ 10 weekly,case,3,680.7,0.3,0.3,0,2.4,-0.6,-0.7,-0.8,0.9,0.3,-0.8999999999999999
CMR,≥ 50 total,cum case,4,648.4,0.3,0.3,0,2.1,-0.7,-0.7,-0.8,0.9,0.4,-0.8999999999999999
CMR,1-week,trend,2,350.4,0.2,0.2,0,-7.1,-1,-1,-1.3,0.9,1.5,-0.9
CMR,2-week,trend,4,438,0.2,0.3,0,-3,-0.9,-0.9,-1,0.9,1,-0.9
SDN,≥ 100 total,cum case,5,392.6,0,0.2,0,1,-0.8,-0.8,-0.5,0.8,0.4,-0.9
CMR,3-week,trend,6,497.4,0.2,0.3,0,-0.3,-0.8,-0.8,-0.9,0.9,0.7,-0.9000000000000001
GHA,≥ 10 total,cum case,2,1071.9,0.4,0.4,0,-13.2,-1,-1,-1.1,0.8,1.4,-0.9000000000000001
NGA,1-week,trend,2,869.4,0.5,0.2,0,-9.4,-1.4,-0.7,-1.5,0.8,1.8,-0.9999999999999998
COG,2-week,trend,4,196.2,0.3,0.2,0,-10,-0.9,-1,-0.8,0.8,0.9,-1
NGA,≥ 2 weekly,case,1,1313.6,0.7,0.3,0,-3.7,-0.9,-0.6,-1.1,0.8,0.8,-1
TZA,≥ 5 total,cum case,1,276.9,0.3,0.2,0,-6.2,-1,-1.1,-0.9,0.8,1.2,-1
TZA,≥ 10 total,cum case,2,296.3,0.3,0.3,0,-1.9,-0.9,-0.9,-0.7,0.8,0.7,-1
ZMB,≥ 500 total,cum case,6,1637.4,0.6,1,0,5,-0.5,-0.6,0.6,0.4,-0.9,-1
ETH,≥ .25 per 10K,rate,1,965.5,0.5,0.5,0.4,5.3,-0.5,0.5,-0.3,-0.1,-0.6,-1
NGA,≥ .25 per 10K,rate,1,2163.9,1.5,0.7,0.3,4.5,-0.1,-0.2,0.1,-0.1,-0.7,-1
KEN,≥ .5 per 10K,rate,2,711.8,0.4,0.4,0.6,7,-0.2,0.4,-0.2,-0.6,-0.4,-1
MWI,1-week,trend,2,705.6,0.6,0.2,0,-7.5,-1,-1.1,-1.1,0.7,1.5,-1.0000000000000002
TCD,1-week,trend,2,2320.7,3,0.5,0,1,-0.4,-0.4,-1.3,0.5,0.5,-1.1
MOZ,≥ 500 total,cum case,6,830,0.3,0.5,0.3,2.5,0.1,-0.1,0.1,-0,-1.3,-1.2
NGA,≥ 1 per 10K,rate,3,2817.2,3,0.7,0.7,6.8,0.5,0.4,0.3,-1.2,-1.2,-1.2
MWI,2-week,trend,4,647.2,0.6,0.2,0,-3.2,-1.1,-1.1,-0.8,0.7,1.1,-1.2000000000000002
CMR,≥ 250 weekly,case,7,1359,0.7,1,0.9,19,0.1,0.3,1.2,-1.1,-1.7,-1.2000000000000002
SLE,≥ 250 weekly,case,7,2573.7,2.7,1,0.6,4,0.1,-0.3,1.9,-2,-0.9,-1.2000000000000002
MWI,≥ 25 total,cum case,3,744.3,0.6,0.2,0,0.3,-0.8,-0.9,-0.9,0.7,0.7,-1.2000000000000002
CMR,≥ 1 per 10K,rate,3,1359,0.7,1,0.9,19,0.1,0.3,1.2,-1.1,-1.7,-1.2000000000000002
CMR,≥ 1.5 per 10K,rate,4,1359,0.7,1,0.9,19,0.1,0.3,1.2,-1.1,-1.7,-1.2000000000000002
TZA,1-week,trend,2,252.9,0.2,0.2,0,-6.4,-1.1,-1.2,-1,0.8,1.2,-1.3
GHA,≥ 1 per 10K,rate,3,1320.6,0.6,0.7,0.7,4,-0.3,1,0.1,-1,-1.1,-1.3
TCD,2-week,trend,4,2231.2,2.9,0.5,0,2,-0.5,-0.5,-1.3,0.5,0.4,-1.4
SDN,3-week,trend,6,392.6,0,0.2,0,1.7,-0.8,-0.8,-0.5,0.8,-0.1,-1.4000000000000001
SDN,≥ 2 weekly,case,1,392.6,0,0.2,0,1.7,-0.8,-0.8,-0.5,0.8,-0.1,-1.4000000000000001
SDN,≥ 5 weekly,case,2,392.6,0,0.2,0,1.7,-0.8,-0.8,-0.5,0.8,-0.1,-1.4000000000000001
SDN,≥ 25 weekly,case,4,421.8,0,0.2,0,2.3,-0.7,-0.7,-0.3,0.8,-0.6,-1.4999999999999998
GIN,≥ 250 weekly,case,7,567.2,0.4,1,0.6,6.5,-0.9,-1,2.2,-1.2,-0.6,-1.4999999999999998
SOM,1-week,trend,2,1751.6,1.6,0.6,0,-4.5,-1,-0.8,-1.3,0.7,0.9,-1.5
NGA,2-week,trend,4,1016.7,0.5,0.3,0,-4.2,-1.2,-0.7,-1.3,0.8,0.9,-1.5
SLE,3-week,trend,6,2445.2,2.9,0.6,0.1,3.7,-0.1,-0,-0.7,0.1,-0.8,-1.5
TCD,3-week,trend,6,1943,2.5,0.6,0,3,-0.7,-0.7,-0.9,0.5,0.3,-1.5
TCD,≥ 2 weekly,case,1,2181.5,2.8,0.5,0,3,-0.5,-0.5,-1.3,0.5,0.3,-1.5
TCD,≥ 5 weekly,case,2,2181.5,2.8,0.5,0,3,-0.5,-0.5,-1.3,0.5,0.3,-1.5
MOZ,≥ .5 per 10K,rate,2,598.5,0.3,0.5,0.7,-2,-0.6,0.1,0.1,-0.8,-0.3,-1.5
NGA,≥ .5 per 10K,rate,2,2091.7,1.9,0.7,0.4,5.7,-0.2,-0.1,0.3,-0.5,-1,-1.5
SDN,≥ 10 weekly,case,3,384.8,0,0.2,0,2,-0.8,-0.8,-0.5,0.8,-0.3,-1.6
KEN,≥ 500 total,cum case,6,839.4,0.2,0.6,0.5,12.7,0,-0.5,0.4,-0.4,-1.1,-1.6
SLE,≥ .5 per 10K,rate,2,1781.4,2.3,0.7,0,1.9,-1.1,-0.9,0,0.7,-0.3,-1.6
ETH,≥ 1.5 per 10K,rate,4,831.6,0.7,0.4,0.8,7,-0.6,1.6,-0.6,-1.1,-0.9,-1.6
UGA,≥ 50 weekly,case,5,63.7,0.1,0,0,7,-0.4,-0.3,-0.5,0.7,-1.2,-1.7
GIN,≥ 500 total,cum case,6,707.1,0.5,0.5,0.2,8.2,-0.3,-0.3,-0.2,-0,-0.9,-1.7
TZA,≥ 500 total,cum case,6,439.6,0.3,0.8,0.7,18,-0.1,-0.6,1.3,-0.8,-1.5,-1.7
UGA,≥ .5 per 10K,rate,2,63.7,0.1,0,0,7,-0.4,-0.3,-0.5,0.7,-1.2,-1.7
UGA,≥ 1 per 10K,rate,3,63.7,0.1,0,0,7,-0.4,-0.3,-0.5,0.7,-1.2,-1.7
SLE,≥ 1 per 10K,rate,3,1810,2.3,0.8,0.1,1.9,-1.1,-0.9,0.5,0.1,-0.3,-1.7000000000000002
UGA,≥ 5 weekly,case,2,40.8,0.1,0,0,4,-0.9,-1,-0.5,0.7,-0.1,-1.8
TZA,≥ 250 weekly,case,7,524,0.3,1,0.9,24,0.3,-0.5,2,-1.4,-2.2,-1.8
UGA,≥ .25 per 10K,rate,1,46.2,0.1,0,0,5,-0.8,-0.7,-0.5,0.7,-0.5,-1.8
TZA,≥ 1.5 per 10K,rate,4,392.5,0.4,1,0.8,23,-0.4,-0.3,2,-1,-2.1,-1.8
ZMB,≥ 5 total,cum case,1,1303.3,0.5,0.3,0,-5.5,-0.8,-0.8,-1.8,0.4,1.1,-1.9
MWI,≥ 1000 total,cum case,7,1164.7,1,0.3,0.5,17.3,0.4,0.2,-0.4,-1.1,-1,-1.9000000000000001
SOM,≥ 7.5 per 10K,rate,7,1936,2.2,1,0.9,10,-0.7,0.3,2.2,-2.1,-1.7,-1.9999999999999998
ZMB,2-week,trend,4,1300.8,0.5,0.3,0,-5,-0.8,-0.8,-1.8,0.4,1,-2
NGA,3-week,trend,6,1137.5,0.7,0.3,0,-0.1,-1.1,-0.7,-1.1,0.8,0.1,-2
SSD,≥ 250 weekly,case,7,845.7,0.4,1,0.7,5,-0.1,-1.3,2,-1.5,-1.1,-2
ZMB,≥ 1000 total,cum case,7,1217.2,0.4,1,0,7,-0.9,-0.9,0.6,0.4,-1.2,-2
GIN,≥ 50 weekly,case,5,621.4,0.4,0.4,0,7.2,-0.6,-0.7,-0.7,0.6,-0.7,-2.0999999999999996
SSD,≥ 100 weekly,case,6,608.6,0.5,0.7,0.1,4.2,-0.9,-1.1,0.4,0.4,-0.9,-2.1
ZMB,1-week,trend,2,1145.5,0.4,0.2,0,-6,-0.9,-0.9,-2,0.4,1.2,-2.2
GHA,≥ 5 total,cum case,1,877.4,0.3,0.3,0,-15,-1.6,-1.6,-1.4,0.8,1.6,-2.2
SLE,≥ 5 per 10K,rate,6,2272.7,2.5,1,0.6,4.3,-0.4,-0.7,1.9,-2,-1,-2.2
UGA,≥ 10 weekly,case,3,38.8,0.1,0,0,5,-1,-1,-0.5,0.7,-0.5,-2.3
SLE,≥ 50 weekly,case,5,1629,2.1,0.7,0,2.5,-1.3,-1.2,0,0.7,-0.5,-2.3
SLE,≥ 1.5 per 10K,rate,4,1865,2.4,0.8,0.2,2.7,-1,-0.7,0.3,-0.4,-0.5,-2.3
ZMB,≥ 250 weekly,case,7,1088.2,0.4,1,0,8,-1,-1,0.6,0.4,-1.4,-2.4
COD,≥ .5 per 10K,rate,2,169,0.2,0.2,0.8,4.5,-0.8,0.6,-0.3,-1,-0.9,-2.4
ZMB,≥ 1 per 10K,rate,3,1088.2,0.4,1,0,8,-1,-1,0.6,0.4,-1.4,-2.4
SOM,2-week,trend,4,1653.3,1.4,0.6,0,-2.4,-1.2,-1.1,-1.4,0.7,0.5,-2.5
UGA,≥ 25 weekly,case,4,46.5,0.1,0,0,7,-0.8,-0.7,-0.5,0.7,-1.2,-2.5
SSD,≥ 1 per 10K,rate,3,583.5,0.6,0.6,0.1,4.3,-1,-0.8,-0.2,0.4,-0.9,-2.5
ZMB,≥ 1.5 per 10K,rate,4,1031.2,0.4,1,0,8.5,-1,-1,0.6,0.4,-1.5,-2.5
GHA,2-week,trend,4,1041.7,0.4,0.4,0,-1.3,-1.1,-1.1,-0.9,0.8,-0.3,-2.6
MWI,≥ 250 weekly,case,7,1023.7,0.9,0.3,0.5,18,-0,-0.1,-0.4,-1.1,-1,-2.6
TZA,≥ 1 per 10K,rate,3,315.5,0.3,0.5,0.5,13.5,-0.8,-0.5,0.2,-0.5,-1,-2.6
GHA,≥ 250 weekly,case,7,1204.8,0.3,0.8,0.3,3.5,-0.6,-1.4,0.4,-0.1,-1,-2.6999999999999997
GHA,3-week,trend,6,989,0.4,0.4,0,-0.3,-1.2,-1,-0.8,0.8,-0.5,-2.7
SOM,3-week,trend,6,1657.3,1.4,0.6,0,-0.8,-1.2,-1.2,-1.1,0.6,0.2,-2.7
SLE,≥ 500 total,cum case,6,2415.8,2.9,0.6,0.2,7,-0.2,-0,-0.5,-0.4,-1.6,-2.7
MOZ,≥ 100 weekly,case,6,612,0.2,0.5,0.3,3.5,-0.6,-0.8,0.1,-0,-1.5,-2.8
SLE,≥ 100 weekly,case,6,1989.1,2.5,0.6,0.2,2.7,-0.8,-0.6,-0.5,-0.4,-0.5,-2.8
SSD,≥ 1000 total,cum case,7,771.2,0.4,0.8,0.6,3.5,-0.3,-1.3,0.5,-1.2,-0.7,-3
SSD,≥ 500 total,cum case,6,511.8,0.4,0.7,0.2,3.6,-1.3,-1.5,0.4,0.1,-0.8,-3.1
ZMB,≥ .5 per 10K,rate,2,978.9,0.4,0.7,0,5.5,-1,-1,-0.5,0.4,-1,-3.1
SSD,≥ 1.5 per 10K,rate,4,523.9,0.5,0.8,0.4,5,-1.2,-1,0.5,-0.4,-1.1,-3.2
GIN,≥ 1.5 per 10K,rate,4,424.8,0.3,0.7,0.4,6,-1.4,-1.4,0.6,-0.6,-0.5,-3.3
GIN,≥ 100 weekly,case,6,505,0.3,0.5,0.2,8.8,-1.1,-1,-0.2,-0,-1,-3.3000000000000003
GIN,≥ 2.5 per 10K,rate,5,347.9,0.2,1,0.6,7.5,-1.8,-1.8,2.2,-1.2,-0.8,-3.4
COD,≥ 500 total,cum case,6,861.6,0.1,0.2,0.7,3,0.4,-2.2,-0.3,-0.8,-0.5,-3.4000000000000004
